dim reducer,kernel,C,gamma,degree,num iterations,scale time,dim reduce time,fit time
pca_50,poly,0.1,0.01,2,1000,0.4734208357986063,0.5431150821968913,13.606670127948746
pca_50,poly,0.1,0.01,3,1000,0.47604631283320487,0.5144917140714824,11.073203753912821
pca_50,poly,0.1,0.01,4,1000,0.4771202798001468,0.5319447659421712,12.425019959220663
pca_50,poly,0.1,0.01,5,1000,0.4772132982034236,0.5596322130877525,12.667329992167652
pca_50,poly,0.1,0.1,1,1000,0.4773001552093774,0.5585836600512266,13.553658021846786
pca_50,poly,0.1,0.1,2,1000,0.47674778406508267,0.549220337998122,11.810443982016295
pca_50,poly,0.1,0.1,3,1000,0.476942626060918,0.55866454471834,10.81371188396588
pca_50,poly,0.1,0.1,4,1000,0.4792012618854642,0.5452142290305346,12.027944043977186
pca_50,poly,0.1,0.1,5,1000,0.48771386314183474,0.5417190028820187,10.962248143041506
pca_50,poly,0.1,1,1,1000,0.47881221398711205,0.532221726840362,9.847828422905877
